annotation_split,song_id,song_title,artist_name,language,is_misogynistic,source_split,verse_id,verse_number,verse_text,n_lines,n_words,n_chars
1,172770,Resistencia Arrogante,Violadores del Verso,es_ES,NM,train,172770__2,2,"Rap superfluo (You make my cry)
Rap dolido (You make my cry)
Atajado (You make my cry)
Rap por norma, chequea el torna (You make my cry)",4,27,133
1,172770,Resistencia Arrogante,Violadores del Verso,es_ES,NM,train,172770__3,3,"Cuando haya hardcore, preciso en la banda
Respeto manda, en Zaragoza y en Uganda
No sé si el rap está muriéndose
Pero el tiempo avanza y los MC's no alcanzan
Pocos quedamos, resistencia arrogante, sí, vamos
Esperar a los que damos conjunciones humanas y entramos
En la espiral huracanada
Que convertirá tu nada en todo, codo con codo
Rap por norma, chequea el torna
Que estos son formas de estar en la horma
Como acercamiento hacia la música que se deforma
En un vinilo y ésta es mi forma
""You know my stilo""
Rebel hace lo que le place
Resiste y yace
En nubes negras que hacen que el placer
Sea algo enorme, en bases tochas para escribirlas
Tengo una charla hipnótica
Bebo de fuentes de un maná escondido
Los paraísos de veras son los ocultos, los perdidos
Los que han de ser hartos de estimos sin ver
No de he perder el interés por conocer
Estoy henchido de extensos sabio al sake
En Vivir Para Contarlo hay descartes
Con más cates a la calle ardía de otros tales
He aquí las moles
(x2)",27,185,961
1,172770,Resistencia Arrogante,Violadores del Verso,es_ES,NM,train,172770__4,4,"Rap superfluo (You make my cry)
Rap dolido (You make my cry)
Atajado (You make my cry)
Rap por norma, chequea el torna (You make my cry)",4,27,133
1,172770,Resistencia Arrogante,Violadores del Verso,es_ES,NM,train,172770__5,5,"Hay mucho grupo mierda
Mucho MC mierda
Qué te voy a contar, quedamos pocos
Pocos quedamos
Me haces llorar, tío, me haces llorar
(x3)",6,24,127
1,172770,Resistencia Arrogante,Violadores del Verso,es_ES,NM,train,172770__6,6,"Rap superfluo (You make my cry)
Rap dolido (You make my cry)
Atajado (You make my cry)
Rap por norma, chequea el torna (You make my cry)",4,27,133
1,191369,Bésame mucho,C. Tangana,es_ES,M,train,191369__1,1,"(Kiss me)
(Kiss me)
I'm back (Ah, uh), I'm back, ah
De vuelta, hmm
(Kiss me)",5,18,72
1,191369,Bésame mucho,C. Tangana,es_ES,M,train,191369__2,2,"He vuelto a casa, nadie en la puerta
Eco en el pasillo y la cama desierta (Hmm)
Siempre es invierno cuando no me besa (Ah)
Giro los discos, paro la ruleta
Está muriendo otro dólar (Ah), otro día (Ah)
Camino a saltos, la madre natura'
Muerto Kant, murieron los profetas
Mi fe ciega: de dos en dos y tú callabas (ĄWah!)
Y yo en el uno, en la mesura (Ah, ah)
Como un buda, con cuatro mentiras nobles en duda
O como Collins en la cara oscura de la Luna:
Un héroe para nadie, puta
Uh, uh",13,97,470
1,191369,Bésame mucho,C. Tangana,es_ES,M,train,191369__3,3,"Yeah, I don't know...
I mean, fucking is fucking, but... music? That's personal (Kiss me)",2,17,88
1,191369,Bésame mucho,C. Tangana,es_ES,M,train,191369__4,4,"Nena, dame lo que pido
Cada arruga en este cielo la vigilo (Kiss me)
Como De Niro, alguien dentro de ese espejo quiere hablar conmigo (Kiss me)
Desconocido, superposición de estados hasta que miro (Kiss me)
Se muere todo lo que escribo
Pero me suda la polla, ¿entiendes, primo? (Ah)",6,50,277
1,191369,Bésame mucho,C. Tangana,es_ES,M,train,191369__5,5,"ĄEs C. Tangana!
La rabia congelada
Bésame mucho, nena (Ja), no tengo nada
No me importan esas drogas (Nah), ni la tele ni la almohada
Ni qué–, ni qué cojones pasa con ese hassa
Calle me enseñó a que calle cuando sé que falla (Ah, ah, ah)
Y fluyo, como en mi dolor, río Nilo
Teje y cose mi palabra, como aguja e hilo
Devuelvo el amor que el odio me robó dormido
Devuelvo el amor que el odio me robó en el nido
Escúpelo; chico listo, solo dilo (Sí)
Colapsa la función de onda; devuelve el ruido (Ah)
Bésame mucho, nena, wah (Kiss me)",13,105,521
1,191369,Bésame mucho,C. Tangana,es_ES,M,train,191369__6,6,"Nena, dame lo que pido
Cada arruga en este cielo la vigilo (Kiss me)
Como De Niro, alguien dentro de ese espejo quiere hablar conmigo (Kiss me)
Desconocido, superposición de estados hasta que miro (Kiss me)
Se muere todo lo que escribo
Pero me suda la polla, ¿entiendes, primo? (Ah)",6,50,277
1,191369,Bésame mucho,C. Tangana,es_ES,M,train,191369__7,7,"(Ah)
ĄEs C. Tangana!
La rabia congelada (Ah)
Bésame mucho, nena (Ah, ah, ah)
He vuelto a casa (Ah)
¿Qué saliste a buscar, nena?, ¿qué saliste a buscar? (Ah)
He vuelto a casa (ĄWah!)",7,34,175
1,316306,La Fuerza del Corazón,Alejandro Sanz,es_ES,NM,train,316306__1,1,"Mírame, en nada me consigo concentrar
Ando despistado, todo lo hago mal
Soy un desastre y no sé qué está pasando
Me gustas a rabiar, te deseo
Me llegas a desesperar
Es tan grande lo que siento por ti
Que tenerte no bastará
¿Qué es esto que me invita a vivir?
Qué me da la ilusión
¿Qué será esa fuerza que a todos
Nos une de dos en dos?
¿Será la fuerza del corazón?",12,74,353
1,316306,La Fuerza del Corazón,Alejandro Sanz,es_ES,NM,train,316306__2,2,"Hace que te abrace
Y los cuerpos lleguen a estorbar
Tiemblo sólo con la idea de rozar
Tus labios llenos de besos nuevos
No puedo dormir, robas mi tranquilidad
Alguien ha bordado tu cuerpo
Con hilos de mi ansiedad
De cinturón tus piernas cruzadas
En mi espalda un reloj
Donde tus dedos son las agujas
Y dan cuerda a este motor
Que es la fuerza del corazón
No, no",13,69,349
1,316306,La Fuerza del Corazón,Alejandro Sanz,es_ES,NM,train,316306__3,3,"Y es la fuerza que te lleva
Que te empuja y que te llena
Que te arrastra y que te acerca a Dios
Es un sentimiento, casi una obsesión
Si la fuerza es del corazón
Es algo que te lía
Una descarga de energía
Que te va quitando la razón
Te hace tropezar, te crea confusión
Seguro que es la fuerza del corazón
Es la fuerza que te lleva
No, no, no",12,72,329
1,316306,La Fuerza del Corazón,Alejandro Sanz,es_ES,NM,train,316306__4,4,"No puedo pensar, tendría que cuidarme más
Como a poco pierdo la vida
Y luego me la das
¿Qué es lo que va cegando al amante
Que va por ahí, señor?
Y no es más que un chiquillo travieso
Provocador
¿Será la fuerza del corazón?
No, no",9,47,222
1,316306,La Fuerza del Corazón,Alejandro Sanz,es_ES,NM,train,316306__5,5,"Y es la fuerza que te lleva
Que te empuja y que te llena
Que te arrastra y que te acerca a Dios
Es un sentimiento, casi una obsesión
Si la fuerza es del corazón
Es algo que te lía
Una descarga de energía
Que te va quitando la razón
Te hace tropezar, te crea confusión
Seguro que es la fuerza del corazón",10,63,294
1,316306,La Fuerza del Corazón,Alejandro Sanz,es_ES,NM,train,316306__6,6,"Es la fuerza que te lleva
Que te empuja y que te llena
Que te arrastra y que te acerca a Dios
Es un sentimiento, casi una obsesión
Si la fuerza es del corazón
Es algo que te lía
La descarga de energía
Que te va quitando la razón
Te hace tropezar, te crea confusión
Seguro que es la fuerza del corazón",10,62,291
1,316306,La Fuerza del Corazón,Alejandro Sanz,es_ES,NM,train,316306__7,7,"Es la fuerza que te lleva
Que te empuja y que te llena
Que te arrastra y que te acerca a Dios
Es un sentimiento, casi una obsesión
Si la fuerza es del corazón",5,34,154
1,316325,Mi Soledad y Yo,Alejandro Sanz,es_ES,NM,train,316325__1,1,"¿Cómo estás? ¿qué tal te va?
¿Allí es de día o es de noche?
¿Es bonita esa ciudad para ir de vacaciones?
Y el hotel, ¿era verdad que es tan romántico y lujoso
Como en la publicidad, con esas playas de las fotos?",5,43,207
1,316325,Mi Soledad y Yo,Alejandro Sanz,es_ES,NM,train,316325__2,2,"En Madrid está lloviendo y todo sigue como siempre
Solamente que no estás, y el tiempo pasa lentamente
Estoy loco por que vuelvas; hace tanto que te fuiste
No te irás a enamorar allí, lo prometiste",4,36,194
1,316325,Mi Soledad y Yo,Alejandro Sanz,es_ES,NM,train,316325__3,3,"Por favor, cuando puedas, llámame
Que mi soledad y yo, sin ti no nos llevamos bien
Me paso el día planeando nuestro encuentro imaginario
Oh, no, no",4,27,144
1,316325,Mi Soledad y Yo,Alejandro Sanz,es_ES,NM,train,316325__4,4,"Te besaré como nadie en este mundo te besó
Te amaré con el cuerpo y con la mente
Con la piel y el corazón
Vuelve pronto, te esperamos
Mi soledad y yo–Ś
Te besaré como nadie en este mundo te besó
Te amaré con el cuerpo y con la mente
Con la piel y el corazón
Vuelve pronto, te esperamos
Mi soledad y yo",10,65,293
1,316325,Mi Soledad y Yo,Alejandro Sanz,es_ES,NM,train,316325__5,5,"Ya no te entretengo más; sé que te está esperando alguien
Dile que debe hablar más bajo, al que ha dicho que no tardes
Solo un último favor te pido antes de colgar
Dile que te cuide mucho; ¿me prometes que lo harás?",4,43,212
1,316325,Mi Soledad y Yo,Alejandro Sanz,es_ES,NM,train,316325__6,6,"Y ahora, cálmate
Que no note que has llorado
Disimula que estás bien, como yo lo hago
Y mientras, seguiré pensando en nuestro encuentro imaginario
No, no, no, no–Ś",5,30,160
1,316325,Mi Soledad y Yo,Alejandro Sanz,es_ES,NM,train,316325__7,7,"Te besaré como nadie en este mundo te besó
Te amaré con el cuerpo y con la mente
Con la piel y el corazón
Vuelve pronto, te esperamos
Mi soledad y yo–Ś
ŚComo nadie en este mundo te besó
Te amaré–Ś con la piel y el corazón
Mi soledad y yo–Ś
Te besaré como nadie en este mundo te besó
Te amaré con el cuerpo y con la mente
Con la piel y el corazón
Vuelve pronto, te esperamos
Mi soledad y yo
No, no... no, no...",14,90,400
1,316597,No Me Compares,Alejandro Sanz,es_ES,NM,train,316597__1,1,"Ahora que crujen las patas de la mecedora
Y hay nieve en el televisor
Ahora que llueve en la sala y se apagan
Las velas de un cielo que me iluminó
Ahora que corren los lentos
Derramando trova y el mundo, ring, ring, despertó
Ahora que truena un silencio feroz, ahora nos entra la tos
Ahora que hallamos el tiempo
Podemos mirarnos detrás del rencor
Ahora te enseño de dónde vengo
Y las piezas rotas del motor
Ahora que encuentro mi puerto
Ahora me encuentro tu duda feroz
Ahora te enseño de dónde vengo
Y de qué tengo hecho el corazón",15,101,519
1,316597,No Me Compares,Alejandro Sanz,es_ES,NM,train,316597__2,2,"Vengo del aire
Que te secaba a ti la piel, mi amor
Yo soy la calle, donde te lo encontraste a él
No me compares
Bajé a la tierra en un pincel por ti
Imperdonable, que yo no me parezco a él
Ni a él, ni a nadie",7,48,202
1,316597,No Me Compares,Alejandro Sanz,es_ES,NM,train,316597__3,3,"Ahora que saltan los gatos
Buscando las sobras, maúllas la triste canción
Ahora que tú te has queda'o sin palabras
Comparas, comparas, con tanta pasión
Ahora podemos mirarnos sin miedo
Al reďŹejo en el retrovisor
Ahora te enseño de dónde vengo
Y las heridas que me dejó el amor
Ahora no quiero aspavientos
Tan sólo una charla tranquila entre nos
Si quieres te cuento por qué te quiero
Y si quieres cuento por qué no",12,77,405
1,316597,No Me Compares,Alejandro Sanz,es_ES,NM,train,316597__4,4,"Que alguien me seque de tu piel, mi amor
Que nos desclaven
Y que te borren de mi sien
Que no me hables
Que alguien me seque de tu piel, mi amor
Que nos desclaven
Yo soy tu alma, tú eres mi aire",7,43,187
1,316597,No Me Compares,Alejandro Sanz,es_ES,NM,train,316597__5,5,No me compares,1,3,14
1,316597,No Me Compares,Alejandro Sanz,es_ES,NM,train,316597__6,6,"Que nos separen, si es que pueden
Que nos separen, que lo intenten
Que nos separen, que lo intenten
Yo soy tu alma y tu mi suerte",4,27,126
1,316613,Mi Marciana,Alejandro Sanz,es_ES,NM,test,316613__1,1,"Te juro que es verte la cara y mi alma se enciende
Y sacas al sol las pestañas y el mundo florece
Dejas caer caminando un pañuelo y mi mano sin mi lo recoge
Tienes la risa más fresca de todas las fuentes
Eres el timbre del nido de mis gorriones
Hueles a hierba y me sabes a tinta y borrones
Eres el rayo de mayo, mis letras, tus cremas cantando en el coche
Cuando juntamos las sillas me siento tan torpe
Me tienes guardados abrazos que abarcan ciudades
Tienes un beso de arroz y de leche en el valle
Y dices que vienes de Marte y vas
A regresar, vamos que te irás
Pero es que a veces, tan solo a veces
Lo que está siendo es lo que parece
A veces parece que te hayas marchado ya",15,139,663
1,316613,Mi Marciana,Alejandro Sanz,es_ES,NM,test,316613__2,2,"Mi hembra
Mi dama valiente se peina
La trenza como las sirenas
Y rema en la arena, si quiere
Ay, mi hembra
Tus labios de menta te quedan
Mejor con los míos, si ruedan
Mejor tu sonrisa si muerde
Ay, mi hembra",9,42,199
1,316613,Mi Marciana,Alejandro Sanz,es_ES,NM,test,316613__3,3,"¿Te acuerdas de cuándo empezaron los amaneceres?
Siento que la madrugada nos hizo más fuertes
Y luego la charla tranquila entre gotas, las migas hicieron su parte
Luego se juntan las sillas, las voces se duermen
Y siento, las lágrimas caen pero no tienen nombre
Y creo que tu confusión te la quito en un baile
En eso consiste la libertad, en no renunciar a entregarte más
Tú a mí me gustas tal como eres, si a ti te pasa lo mismo y quieres
Nos vamos pa'lante y llegamos hasta el final",9,93,476
1,316613,Mi Marciana,Alejandro Sanz,es_ES,NM,test,316613__4,4,"Mi hembra
Mi dama valiente se peina
La trenza como las sirenas
Y rema en la arena, si quiere
Ay, mi hembra
Tus labios de menta te quedan
Mejor con los míos, si ruedan
Mejor tu sonrisa si muerde
Ay, mi hembra",9,42,199
1,316613,Mi Marciana,Alejandro Sanz,es_ES,NM,test,316613__5,5,Mi hembra,1,2,9
1,391570,Donde empieza,Portavoz,es_ES,NM,train,391570__1,1,"Los famosos encapuchados...
La ira desatada, la furia en las calles...
Ellos son los protagonistas de la violencia que vimos ayer...
Estos son violentistas...
Y que vemos en cada marcha...
Encapuchados se tomaron las calles de manera extremadamente violenta...
Los violentos desmanes ocurridos....
Esto es vandalismo, esto es robo...
ĄLos violentistas en este país nunca van a tener la última palabra!",9,61,393
1,391570,Donde empieza,Portavoz,es_ES,NM,train,391570__2,2,"No me hablen de violencia como si no la conociera
Como si su existencia fuera una experiencia nueva
Como si fuera una mera situación puntual de ahora
Y no supiera cómo es que opera en toda la historia
Vivimos en un modelo más violento que cualquier protesta directa
Revuelta o manifestación del pueblo
Podemos verlo, vivirlo y sentirlo (Sí)
Violento es el puto sueldo mínimo, mezquino e indigno
Autoridades condenan un tipo de violencia
La que atenta contra el sistema de la gran empresa
Contra su propiedad, sus leyes y su policía
Y silencia la violencia inmensa de todos los días
Los constantes allanamientos con armas de guerra
Al pueblo mapuche que sigue resistiendo por su tierra
Los perdigones maricones y amenazas
Que los niños sufren cuando hay invasión en su propia casa
Violenta es la venta de tus derechos y de hecho
Es un robo en cobro, en educación, salud y techo
Violento el apropiamiento empresarial de to's los bosques
Los mares y el hábitat que van a devastar
Pero eso no sale en la prensa (Nah)
Que trenza mensaje con eficiencia pa' vencer la resistencia
Y es que su Estado es la violencia organizada
De la clase alta contra la que labora por casi nada",24,208,1147
1,391570,Donde empieza,Portavoz,es_ES,NM,train,391570__3,3,"¿Y dónde empieza la violencia?
Empieza desde que nacemos en estos ghettos de impotencia
Es la carencia de toda oportunidad
La violencia de verdad es la ciudad de la opulencia
¿Y dónde empieza la violencia?
El despertar de la conciencia solo trae una consecuencia
Yo tapo mi cara, tú tapas la realidad
La violencia de verdad: el capital y su esencia",8,61,341
1,391570,Donde empieza,Portavoz,es_ES,NM,train,391570__4,4,"No hay algo más hipócrita que hablar de la violencia
Si ésta no toca tu puerta, ni en las noches te despierta
Ven a dormir acá en el ghetto
Y dime si hay facetas de esta realidad concreta que yo no comprendo
Violencia es la indiferencia con la gente
O la manera chata en que el rico trata al indigente
Son las barreras que inventan para discriminarte
Son murallas levantadas pa' frenar al inmigrante
Dime quién es responsable de estas atrocidades
Crímenes contra la humanidad, prisiones militares
Ayer Irak y Afganistán, hoy Libia
Niños de Palestina se asesinan casi cada día
Cuando el imperio identifica a su enemigo
Los dueños de los medios justifican hasta genocidio
Y los que bombardean escuelas y fábricas
Después de derechos humanos quieren dar cátedra
No les compramos cuando dan ese argumento
Que demoniza a los que están luchando por ser tan violentos
Si en una pura sesión en el parlamento
Aniquilan más vidas que to' nuestros caseros armamentos
Pero si poderosamente reclamamos algo
Nos llaman ""delincuentes"" y nos mandan al carajo
¿Violento yo? Violentos tus fucking fajos
Que son sufrimiento y muerte pa' la gente de trabajo",24,193,1114
1,391570,Donde empieza,Portavoz,es_ES,NM,train,391570__5,5,"¿Y dónde empieza la violencia?
Empieza desde que nacemos en estos ghettos de impotencia
En la carencia de toda oportunidad
La violencia de verdad es la ciudad de la opulencia
¿Y dónde empieza la violencia?
El despertar de la conciencia solo trae una consecuencia
Yo tapo mi cara, tú tapas la realidad
La violencia de verdad: el capital y su esencia",8,61,341
1,391570,Donde empieza,Portavoz,es_ES,NM,train,391570__6,6,"¿Cuándo se va a acabar la violencia?
Solo cuando se acabe la desigualdad social
Cuando termine la pobreza, la mala educación
La salud como las weas
Cuando valga la pena buscar pega
En vez de traficar o salvarse robando en la esquina
Cuando vivamos en barrios pensados pa' seres humanos
Cuando el transporte público no nos trate como ganado
Cuando ya no haya que andar cuidándose en la calle
Cuando nuestros niños coman bien y crezcan sanos
Ahí va a terminar la violencia, te lo juro mi hermano, hermana
Y hasta entonces... solo habrá guerra
Yo les pregunto, ¿De dónde viene la violencia?
¿Quiénes son los violentos?
¿Somos nosotros o son ellos: los poderosos, los ricos?
¿Quiénes son los violentos?",16,120,683
1,436926,Radical,Salvaje Decibel,es_ES,NM,train,436926__1,1,"Primero se fuma después el día comienza
Soy el que se cae y se levanta con mas fuerza
Radical un paso atrás contra el fascista
Población rapero de las rimas terrorista
No insista hoy no se fia mañana sí
Cuando la educación de calidad sea gratis en el país(Ya!)
Ezer MC yonkila cidtronick
Aqui no se vive se sobrevive sin money
Como el olí con la anarquía la batalla
Los aplausos son el premio credenciales las medallas
La calle me llama la flama la bala que se dispara
Jala el gatillo contra el politico busca una pala
Y que no quede huella somos vándalos psycho lumpen
Maldito fascista que la chupen
Esto se escucha igual en Venezuela en conchalí
Pussy MC yah suck my dick bitch",16,127,664
1,436926,Radical,Salvaje Decibel,es_ES,NM,train,436926__2,2,"Hip-hop en la mente, la calle y en tu pieza
Poblaciónal estayla y el aparato recién empieza
El arma apunta la cabeza de la realeza
Bomba pa' salcobrand y la represa de endesa
Hip-hop en la mente la calle y en tu pieza
Poblacionnal estayla pa' rato recién empieza
Pa'l estado una amenaza las cartas sobre la mesa
Rap, revolución y destreza por naturaleza",8,67,346
1,436926,Radical,Salvaje Decibel,es_ES,NM,train,436926__3,3,"Ya poblacional son mis frases en si
Mc's kamikazes deshacen el mic
Son poetas de cuneta que la realidad entrenan
Teni letras pero pocas pruebas como el fiscal peña
Truena cual ritmo de combate en guerra contra el magnate
Un peñazcazo en el mate suena el rap por todas partes (no)
Van a callarme deja cagarme en tu ego artista
Mis letras son colectivas mi gente me las dicta
Con cada verso dejo en suspenso sumerjo y sustento
Mi canto en el pueblo como subverso
A full denso de a fuego mi fierro lirical
Somos guerreros en el rap cual comunero de la C.A.M
Junto a mi clan doblo la mano al destino
Es mas que estilo es estar vivo como un clandestino
No nos confunde la prensa apunten a la empresa
Si quieren represa bien inunden la dehesa
Si tu politica tu religion y ecologismo
No esta con el pueblo y la población me da lo mismo
Al capitalismo hermano no se le conversa
Al capitalismo se le destruye y no hay mas vueltas",20,178,901
1,436926,Radical,Salvaje Decibel,es_ES,NM,train,436926__4,4,"Escribo de estos textos gruesos porque el tiempo lo amerita
Porque america esta en ruina en una economia maldita
Medita y levita en el medio de un mundo animal
Sin miedos pa que ellos tus sueños mas bellos no puedan tocar
Radicaliza la postura el conflicto agudiza
Estan ahi vienen por ti y en la bondad se mimetizan
Ofician salvacion pero esta no esta en clerigo
Tú necesitas dignidad y pa eso no hay crédito
Radical postura dura en medio de la histeria cordura
Duro procuro como ernesto en esto jamas perder la ternura
Sin partitura
Mi rap porque esta protesta pa que la frase rebelde
De alegría al planeta que el egoísmo apesta
Esta es mi apuesta
Mucho pediste no insista la cresta
Eh la hora de romper vidrios de incendio de botar puertas
Y si no nos dejan entrar a bailar arruinaremos su fiesta
Y enserio seremos groseros raperos de esos que los cuicos detestan
Mi clan detras de ti esta y muestra
Que el plan es su concha que en tu cabeza
Radical postura dura en medio de la historia basura
Power to the people sipo pa' que impere la cordura",22,194,1026
1,436926,Radical,Salvaje Decibel,es_ES,NM,train,436926__5,5,"Hip-hop en la mente, la calle y en tu pieza
Poblaciónal estayla y el aparato recién empieza
El arma apunta la cabeza de la realeza
Bomba pa' salcobrand y la represa de endesa
Hip-hop en la mente la calle y en tu pieza
Poblacionnal estayla pa' rato recién empieza
Pa'l estado una amenaza las cartas sobre la mesa
Rap, revolución y destreza por naturaleza",8,67,346
